COMB Title,Review,AvgReleaseYearPrice,PriorSaleBrand (M),TotalPriorSalesBrand (M),ConcurrentReleaseBrand,ConcurrentReleaseGenre,PriorReleaseBrand,PriorReleaseGenre,FirstYearUnits,FirstYearSales (M),FirstYearRatio,LTD ASP,LTD Units,LTD Dollars (M)
SAMURAI JACK: SHADOW OF AKU,61.14999962,39.00,0.00,0.00,0,55,0,121,26856,1.04,89.73%,38.50,30192,1.16
SAMURAI WAR: XTREME,72.90000153,30.00,0.00,0.00,1,40,0,82,16224,0.48,52.47%,30.00,31181,0.92
SAMURAI WARRIORS,72.15000153,46.00,0.00,0.00,1,61,0,140,168199,7.60,91.08%,42.50,197813,8.34
SATURDAY NIGHT SPEEDWAY,50,19.00,0.00,0.00,0,10,0,62,65876,1.26,91.72%,19.00,73226,1.37
SAVAGE SKIES,58.29999924,32.00,0.00,0.00,0,34,0,15,18302,0.54,73.16%,23.00,32732,0.74
SCALER,68.89999898,19.33,0.00,0.00,0,53,0,99,37980,0.74,52.54%,18.67,74845,1.40
SCOOBY DOO: NIGHT OF 100 FRIGHTS,69.86666616,33.00,0.00,0.00,0,81,0,42,660055,20.96,67.54%,26.33,1156112,31.03
SCOOBY-DOO MYSTERY MAYHEM,58.63333257,29.00,20.96,20.96,0,76,3,179,322250,9.36,88.03%,27.00,388114,10.63
SCORPION KING: RISE OF THE AKKAD,50.79999924,37.00,0.00,0.00,0,48,0,18,106395,2.52,77.79%,19.50,159965,3.23
SD GUNDAM: SHOWDOWN,60.79999924,38.00,1.63,14.88,1,17,4,26,4149,0.16,46.41%,33.00,10107,0.34
SEABLADE,48.20000076,50.00,0.00,0.00,0,5,0,1,18035,0.62,83.65%,23.00,32403,0.74
SECOND SIGHT,78.56666819,25.00,0.00,0.00,0,18,0,16,65630,1.65,71.28%,21.67,105984,2.32
SECRET WEAPONS OVER NORMANDY,78.44999695,49.00,0.00,0.00,0,3,0,8,300196,12.45,92.21%,39.50,340286,13.51
SEEK & DESTROY,53,10.00,0.00,0.00,0,7,0,5,290341,2.81,76.73%,9.00,412075,3.67
SEGA GT 2002,82,50.00,0.00,0.00,0,10,0,4,73568,3.32,93.63%,39.00,90422,3.55
SEGA GT ONLINE,69.80000305,20.00,3.32,3.32,0,14,1,36,45335,0.90,95.63%,20.00,47643,0.94
SEGA SUPERSTARS,73.30000305,30.00,0.00,0.00,0,0,0,5,46376,1.37,80.12%,29.00,58407,1.72
SERIOUS SAM,77.59999847,29.00,0.00,0.00,0,6,0,1,71982,1.70,88.99%,22.00,85642,1.91
SERIOUS SAM THE NEXT ENCOUNTER,70.15000153,19.50,0.00,0.00,0,7,0,39,24475,0.47,78.03%,17.50,36252,0.61
SEVEN SAMURAI 20XX,51.40000153,35.00,0.00,0.00,0,40,0,82,26664,0.93,94.01%,33.00,29865,0.99
SHADOW HEARTS,76.19999695,51.00,0.00,0.00,0,12,0,4,61849,2.67,91.71%,41.00,71908,2.91
SHADOW HEARTS:COVNANT,86.5,49.00,2.67,2.67,0,20,1,44,53516,2.62,74.98%,42.00,83735,3.49
SHADOW MAN 2: SECOND,68.5,37.00,0.00,0.00,0,9,0,6,50883,1.83,89.60%,32.00,63748,2.05
SHADOW OF DESTINY,76.59999847,50.00,0.00,0.00,0,5,0,0,62584,3.14,94.30%,48.00,68810,3.33
SHADOW OPS: RED MERCURY,63.79999924,41.00,0.00,0.00,0,11,0,19,74493,3.06,92.35%,39.00,84624,3.32
SHAMAN KING: POWER,58.90000153,39.00,0.00,0.00,0,17,0,26,18346,0.72,54.02%,34.00,39011,1.34
SHARK TALE,69.70000076,42.00,0.00,0.00,0,76,0,179,325910,13.68,75.06%,35.67,506502,18.23
SHAUN PALMER SNOWBOARDER,68.69999695,50.00,0.00,0.00,0,10,0,3,228903,9.20,88.66%,36.00,292006,10.38
SHELLSHOCK: NAM '67,60.64999962,49.00,0.00,0.00,0,61,0,140,298502,14.64,88.80%,47.00,353780,16.49
SHENMUE 2,81.90000153,48.00,0.00,0.00,0,6,0,2,141985,5.28,89.37%,34.00,176177,5.91
SHIFTERS,45,21.00,0.00,0.00,0,34,0,15,16236,0.34,83.45%,20.00,20406,0.40
SHIN MEGAMI: NOCTURNE,84.90000153,49.00,0.00,0.00,0,20,0,44,38007,1.86,73.75%,49.00,51648,2.53
SHINOBI,70.69999695,50.00,0.00,0.00,0,34,0,15,257706,11.19,94.35%,41.00,287140,11.86
SHOWDOWN: LEGENDS OF WRESTLING,55.45000076,45.00,6.02,20.51,0,4,4,14,122557,5.54,85.36%,39.00,165579,6.49
SHOX,75,49.00,0.00,0.00,0,13,0,11,31060,0.90,89.42%,27.00,37659,1.01
SHREK,51.20000076,49.00,0.00,0.00,0,1,0,0,161757,7.24,91.87%,41.00,192863,7.88
SHREK 2,72.53333282,38.00,6.76,16.32,0,53,5,99,983622,37.56,82.01%,32.67,1393944,45.80
SHREK EXTRA LARGE,33.79999924,47.00,0.00,0.00,0,16,0,0,81041,2.32,81.14%,27.00,106642,2.86
SHREK SUPER PARTY,42.80000051,34.33,9.56,9.56,0,5,2,5,197115,6.76,91.02%,31.33,223515,7.42
SILENT HILL 2,84.65000153,50.50,0.00,0.00,0,4,0,0,493726,22.14,85.10%,38.50,673771,26.02
SILENT HILL 3,84.30000305,44.00,17.19,17.19,0,5,1,9,244446,9.93,94.33%,39.00,272550,10.53
SILENT HILL 4: THE ROOM,76.15000153,38.00,14.89,32.08,0,10,3,23,175564,6.70,79.45%,35.00,242700,8.44
SILENT LINE AMORED,71.80000305,40.00,0.00,0.00,0,2,0,13,51560,2.04,90.44%,38.00,58779,2.26
SILENT SCOPE,67.30000305,50.00,0.00,0.00,0,2,0,0,112041,4.96,83.44%,40.00,148291,5.94
SILENT SCOPE 2,65.40000153,51.00,4.96,4.96,0,6,1,3,72549,3.58,96.06%,49.00,76388,3.73
SILENT SCOPE 3,62.09999847,40.00,3.58,8.54,0,8,2,10,54697,1.62,90.77%,28.00,63543,1.79
SILENT SCOPE COMPLETE,67.5,37.00,0.00,0.00,0,11,0,19,55629,2.08,97.52%,37.00,57597,2.14
SILPHEED: LOST PLANET,59.29999924,47.00,0.00,0.00,0,5,0,1,12812,0.53,74.12%,28.00,25998,0.72
SIMPSON'S SKATEBOARD,37.79999924,44.00,20.15,20.15,0,16,1,14,150652,4.68,94.61%,30.00,163429,4.95
SIMPSONS: HIT & RUN,79.59999847,47.33,18.96,39.11,0,6,4,2,1508453,61.42,82.07%,35.33,2106791,74.84
SIMPSONS: ROAD RAGE,66.26666514,50.00,0.00,0.00,0,29,0,4,888747,34.43,54.28%,32.00,2363633,63.42
SIREN,71.80000305,36.00,0.00,0.00,0,8,0,15,35889,1.31,76.69%,31.00,55837,1.71
SITTING DUCK,57.29999924,13.00,0.00,0.00,0,25,0,42,9802,0.13,57.74%,14.00,15739,0.22
SKIES OF ARCADIA LGND,86.09999847,50.00,0.00,0.00,0,6,0,5,82211,4.02,72.49%,37.00,149817,5.54
SKY GUNNER,77.80000305,48.00,0.00,0.00,0,4,0,1,20190,0.86,83.78%,36.00,28219,1.03
SKY ODYSSEY,78.40000153,50.00,0.00,0.00,0,0,0,0,83267,3.12,81.22%,31.00,123641,3.84
SLED STORM,72.30000305,24.00,0.00,0.00,0,16,0,14,122346,2.88,77.48%,21.00,173129,3.72
SLY 2:BAND OF THIEVES,,39.00,13.44,13.44,0,25,1,42,363887,14.28,81.90%,39.00,444505,17.44
SLY COOPER & THIEVIUS,85.40000153,40.00,0.00,0.00,0,14,0,10,405275,13.44,67.65%,28.00,715607,19.87
SMASH CARS,65.59999847,23.00,0.00,0.00,0,17,0,44,29649,0.59,74.81%,19.00,41447,0.79
SMASH COURT TENNIS,75.40000153,46.00,0.00,0.00,0,3,0,0,64920,2.97,96.55%,45.00,69049,3.08
SMASH COURT TENNIS 2,76.19999695,40.00,2.97,2.97,0,0,1,5,40702,1.62,90.79%,40.00,45092,1.78
SMASHING DRIVE,40.54999924,31.00,0.00,0.00,0,10,0,3,45946,1.40,75.02%,26.00,70433,1.87
SMUGGLER'S RUN,78.89999771,46.50,0.00,0.00,0,6,0,0,271975,12.28,61.83%,30.00,651416,19.86
SMUGGLER'S RUN 2,75.59999847,50.00,11.01,11.01,0,4,1,1,134814,6.49,86.36%,44.00,172843,7.52
SNEAKERS,33.29999924,29.00,0.00,0.00,0,9,0,2,44698,1.16,86.56%,23.00,57345,1.34
SNK VS CAPCOM: SVC,58.90000153,46.00,2.08,2.08,0,8,1,17,25407,1.16,64.24%,36.00,50294,1.81
SOCCER AMERICA,53.70000076,42.00,0.00,0.00,0,2,0,1,8976,0.34,81.29%,34.00,12280,0.42
SOCCER SLAM,72.93333181,50.00,0.00,0.00,0,14,0,5,92760,3.29,84.67%,31.33,124160,3.88
SOCOM II: NAVY SEALS,87.09999847,49.00,70.14,70.14,1,3,1,4,1374538,59.22,91.29%,40.00,1637502,64.87
SOCOM: NAVY SEALS,83.40000153,41.00,70.14,70.14,1,5,1,5,1866602,84.58,84.98%,39.00,2279760,99.53
SOLDIER OF FORTUNE,56.79999924,50.00,0.00,0.00,0,6,0,3,143314,6.83,74.86%,41.00,223347,9.12
SOLDIER OF FORTUNE II: DOUBLE HE,64.09999847,46.00,0.00,0.00,0,10,0,8,112898,4.78,92.02%,39.00,132324,5.20
SONIC ADVENTURE 2,72.19999695,50.00,0.00,0.00,1,16,0,0,596820,28.71,66.45%,37.00,1170341,43.20
SONIC ADVT DX DIR CUT,63.20000076,40.00,28.71,41.94,0,17,2,17,359934,12.65,76.66%,31.00,533878,16.50
SONIC ADVT/SONIC DX,,27.00,12.65,54.59,2,16,3,35,15365,0.41,43.74%,28.00,33150,0.94
SONIC HEROES,71.76666514,47.33,12.65,54.59,4,53,3,99,908018,43.12,86.85%,39.67,1232008,49.65
SONIC MEGA COLLECTION,75.90000153,38.00,0.00,0.00,1,16,0,0,342298,13.23,51.33%,27.00,948581,25.77
SONIC MEGA COLLECTION PLUS,75.5,19.00,0.00,0.00,2,37,0,64,350240,6.73,44.93%,19.50,769475,14.99
SONIC MEGA/SONIC DX,,27.00,12.65,54.59,2,16,3,35,16422,0.44,64.99%,28.00,24464,0.68
SOUL CALIBUR II,92.26666514,48.67,0.00,0.00,0,20,0,31,1746336,72.79,89.00%,37.33,2169551,81.78
SPACE ACE,,,0.00,0.00,0,1,0,0,0,0.00,0.00%,5.00,243,0.00
SPACE CHANNEL 5,78.19999695,16.00,0.00,0.00,0,10,0,8,25436,0.38,87.90%,14.00,30518,0.43
SPACE RACE,64.40000153,30.00,0.00,0.00,0,15,0,28,58353,1.68,81.74%,27.00,76549,2.05
SPACE RAIDERS,45.70000076,20.00,0.00,0.00,0,0,0,0,8661,0.17,84.49%,19.00,10495,0.20
SPAWN: ARMAGEDDON,59.63333257,48.00,0.00,0.00,0,84,0,92,269206,8.94,94.05%,31.67,303677,9.50
SPEED KINGS,63.39999898,31.67,0.00,0.00,0,54,0,67,68532,2.10,88.86%,28.67,81624,2.36
SPHINX AND THE CURSED MUMMY,79.66666667,38.67,0.00,0.00,0,42,0,54,267261,6.63,90.81%,23.00,320330,7.30
SPIDER-MAN: THE MOVIE,76.29999797,46.67,0.00,0.00,0,69,0,20,2285116,98.18,77.99%,34.67,3636249,125.88
SPIDER-MAN: THE MOVIE 2,82.59999847,43.33,98.18,98.18,0,76,3,179,2083330,90.32,92.31%,41.00,2367512,97.84
SPIRITS & SPELLS,53.29999924,28.00,0.00,0.00,0,17,0,17,8985,0.20,84.58%,21.00,11181,0.24
SPLASHDOWN,79.40000153,46.50,0.00,0.00,0,33,0,8,297757,13.09,91.84%,38.00,346812,14.25
SPLASHDOWN:RIDES WILD,81,36.00,11.30,11.30,0,17,1,44,177030,5.86,94.81%,32.00,193743,6.18
SPONGEBOB SQUAREPANTS: BATTLE FO,73.83333333,38.33,18.42,18.42,0,12,2,11,1267241,38.72,79.02%,27.67,1757396,49.00
SPONGEBOB SQUAREPANTS: THE MOVIE,72.09999847,37.00,38.72,57.14,0,4,5,26,798921,29.51,75.77%,36.33,1073051,38.95
SPONGEBOB: REVENGE OF THE FLYING,61.39999962,39.50,0.00,0.00,0,8,0,0,540445,18.42,96.31%,34.00,568441,19.12
SPY FICTION,63.90000153,41.00,0.00,0.00,0,8,0,9,4416,0.18,56.42%,27.00,11845,0.32
SPY HUNTER 2,61.19999886,48.00,25.91,25.91,0,13,2,17,212216,7.06,92.82%,30.50,243681,7.60
SPYHUNTER,74.46666718,46.67,0.00,0.00,0,14,0,4,712264,28.89,75.62%,30.00,1233281,38.20
SPYRO: A HERO'S TAIL,64.8333346,45.33,26.26,26.26,0,53,2,99,257726,11.70,70.90%,39.33,414187,16.50
SPYRO: ENTER DRAGONFLY,53.5,48.00,0.00,0.00,0,30,0,10,704813,26.26,83.85%,32.00,964905,31.32
SSX,91.5,50.00,0.00,0.00,0,2,0,0,461048,22.26,83.55%,42.00,627663,26.65
SSX 3,91.46666718,49.00,34.47,56.74,0,15,4,64,978702,39.70,90.55%,37.67,1167602,43.84
SSX TRICKY,88.83333588,50.33,22.26,22.26,0,18,1,3,772158,34.47,78.80%,33.00,1287595,43.75
STAKE:FORTUNE FIGHTRS,31.70000076,20.00,0.00,0.00,0,9,0,7,9292,0.16,73.91%,15.00,14351,0.22
STAR FOX ADVENTURES,80.90000153,50.00,0.00,0.00,0,5,0,1,612420,25.71,85.07%,37.00,819933,30.22
STAR OCEAN: TILL END,,49.00,0.00,0.00,0,20,0,44,336503,16.53,80.50%,42.00,489592,20.53
STAR TREK: SHATTERED UNIVERSE,48.60000038,39.00,1.85,1.85,0,1,1,11,50646,1.97,90.59%,38.50,56924,2.17
STAR TREK: VOYAGER ELITE FORCE,55,36.00,0.00,0.00,0,6,0,3,47958,1.85,87.13%,37.00,57864,2.12
STAR WARS JEDI KNIGHT JEDI ACADE,76,48.00,8.37,30.39,2,33,4,24,244131,10.57,93.61%,42.00,270454,11.29
STAR WARS: BATTLEFRONT,,48.00,49.44,130.81,1,61,15,140,1224927,58.89,78.73%,44.50,1689334,74.79
STAR WARS: BOUNTY HUNTER,70.64999771,49.00,58.29,63.26,12,82,5,33,492301,21.26,91.51%,32.33,597957,23.24
STAR WARS: CLONE WARS,73.39999898,48.67,53.20,77.71,9,81,7,42,446859,18.12,92.38%,38.00,518411,19.62
STAR WARS: JEDI KNIGHT II: JEDI,76.54999924,50.00,42.46,49.75,3,35,3,5,314375,14.89,95.00%,46.50,335012,15.68
STAR WARS: JEDI STARFIGHTER,80.35000229,36.00,24.53,34.31,6,5,4,2,342780,12.53,93.93%,34.50,379641,13.34
STAR WARS: KNIGHTS OF THE OLD RE,90,49.50,42.67,108.01,3,16,11,19,1289478,57.03,77.38%,42.00,1830801,73.70
STAR WARS: OBI-WAN,59.79999924,49.00,0.00,0.00,1,1,0,0,245488,11.08,79.98%,35.00,398496,13.85
STAR WARS: STARFIGHTER,80.85000229,48.00,0.00,0.00,2,0,0,0,466503,20.75,79.73%,34.00,749766,26.02
STARSKY & HUTCH,63.36666616,16.67,0.00,0.00,0,13,0,29,360077,5.04,74.96%,12.33,523490,6.72
STATE OF EMERGENCY,68,32.50,0.00,0.00,0,67,0,39,675773,27.62,93.71%,30.00,782338,29.47
STEEL BATTALION W/CTL,85.19999695,199.00,0.00,0.00,0,5,0,1,22647,4.50,55.67%,191.00,42268,8.09
STEEL BATTALION: LINE,75.90000153,49.00,22.73,4.50,0,3,1,8,11402,0.55,92.86%,46.00,12957,0.60
STITCH:EXPERIMENT 626,63.40000153,41.00,0.00,0.00,0,14,0,10,106760,4.26,90.43%,39.00,121414,4.71
STREET FIGHTER ANNIVERSARY COLLE,79.59999847,30.00,5.04,5.04,0,17,1,26,178521,5.29,76.70%,30.00,233873,6.90
STREET FIGHTER EX3,68.80000305,44.00,0.00,0.00,0,3,0,0,126684,5.04,61.89%,31.00,260736,8.15
STREET HOOPS,60.33333206,48.67,0.00,0.00,0,24,0,9,479742,20.38,89.34%,33.33,599456,22.81
STREET RACING SYNDICATE,67.3666687,49.00,0.00,0.00,0,27,0,124,295562,14.55,86.01%,46.33,359342,16.91
STRETCH PANIC,60.90000153,31.00,0.00,0.00,0,8,0,1,11356,0.27,76.47%,19.00,18572,0.35
STRIKE FORCE BOWLING,54.85000038,13.00,0.00,0.00,0,0,0,1,145129,1.57,72.76%,13.00,200108,2.16
STUNT GP,52.70000076,37.00,0.00,0.00,0,23,0,4,15629,0.29,87.02%,17.00,19385,0.33
STUNTMAN,74,46.00,0.00,0.00,0,15,0,28,469005,20.36,89.86%,38.00,601627,22.66
SUB REBELLION,68.59999847,43.00,0.00,0.00,0,7,0,5,24713,0.87,87.95%,32.00,30651,0.99
SUDEKI,72.5,45.00,0.00,0.00,0,8,0,14,76825,3.47,89.48%,39.00,98406,3.87
SUIKODEN III,86.69999695,50.00,0.00,0.00,0,10,0,17,217130,10.08,93.24%,45.00,239628,10.81
SUMMER HEAT VBALL,67.69999695,27.00,0.00,0.00,0,3,0,5,92520,2.43,90.70%,25.00,106394,2.68
SUMMONER,71.09999847,50.00,0.00,0.00,0,3,0,0,161227,7.72,84.80%,44.00,206139,9.10
SUMMONER 2,77,47.00,7.72,7.72,0,10,1,17,62574,2.36,86.40%,33.00,82178,2.73
SUMMONER:GODDESS RBRN,71.80000305,27.00,0.00,0.00,0,6,0,5,22116,0.58,83.58%,23.00,30427,0.70
SUNNY GARCIA SURFING,62.20000076,51.00,0.00,0.00,0,10,0,3,9814,0.46,88.50%,42.00,12283,0.52
SUPER BUST A MOVE,70.40000153,44.00,0.00,0.00,0,1,0,0,64478,1.85,57.58%,24.00,134600,3.21
SUPER BUST A MOVE 2,73.90000153,21.00,1.85,1.85,0,2,1,3,64857,1.30,82.22%,19.00,81501,1.58
SUPER MARIO SUNSHINE,91.30000305,49.00,40.32,40.32,1,16,1,0,1251804,58.14,74.16%,37.00,2100335,78.40
SUPER MONKEY BALL,88.59999847,50.00,0.00,0.00,0,0,0,0,260108,11.46,61.87%,30.00,621152,18.52
SUPER MONKEY BALL 2,86.09999847,49.00,11.46,11.46,0,2,1,1,271718,11.85,60.36%,31.00,631052,19.63
SUPER MONKEY BALL BND,,27.00,11.85,23.31,0,2,2,8,17641,0.48,42.14%,27.00,42290,1.13
SUPER SMASH BRO MELEE,90.09999847,50.00,0.00,0.00,0,0,0,0,1339825,66.82,58.89%,39.00,2909599,113.46
SUPER TRUCKS RACING,63.5,12.00,0.00,0.00,0,6,0,25,198578,2.29,80.25%,11.00,253934,2.85
SUPERCAR STREET CHALLENGE,53,50.00,0.00,0.00,0,23,0,4,147826,5.40,49.46%,25.00,440726,10.93
SUPERMAN: SHADOW OF APOKOLIPS,65,31.50,0.00,0.00,0,54,0,33,165357,4.40,82.34%,23.00,222150,5.35
SUPERMAN:MAN OF STEEL,42.09999847,49.00,0.00,0.00,0,21,0,2,57718,2.05,86.73%,31.00,75271,2.36
SUPPER BUBBLE POP,56.89999962,40.00,0.00,0.00,0,6,0,0,6626,0.10,22.10%,12.50,36047,0.46
SURFING: H30,41.79999924,49.00,0.00,0.00,0,2,0,0,81111,2.09,86.42%,24.00,101107,2.42
SW: BOMBAD RACING,62.20000076,45.00,0.00,0.00,1,23,0,4,56323,2.49,90.41%,42.00,65837,2.75
SW: RACER REVENGE,74.69999695,30.00,13.45,15.94,5,15,2,28,107956,3.27,94.93%,29.00,118588,3.44
SW: ROGUE SQUADRON II,89.90000153,49.00,0.00,0.00,0,0,0,0,662059,31.38,87.23%,41.00,886370,35.98
SW: STARFIGHTER BNDL,,49.00,13.45,15.94,5,4,2,1,37943,1.79,74.22%,43.00,56216,2.41
SW:ROGUE SQUADRON III,76.19999695,49.00,7.58,51.61,0,0,4,2,438270,17.03,90.48%,36.00,522821,18.82
SWAT GLOBAL STRIKE TEAM,71.84999847,49.50,0.00,0.00,0,18,0,27,186379,6.94,89.44%,35.00,222274,7.75
SWING AWAY GOLF,75.69999695,48.00,0.00,0.00,0,0,0,0,97152,3.76,79.48%,35.00,133407,4.73
SWINGERZ GOLF,71.59999847,40.00,0.00,0.00,0,2,0,0,29892,0.63,71.17%,17.00,52238,0.89
SX SUPERSTAR,55.45000076,25.00,0.00,0.00,0,8,0,15,28746,0.60,72.31%,18.50,44441,0.83
SYBERIA,71.40000153,19.00,0.00,0.00,0,5,0,9,43983,0.79,81.94%,17.00,57620,0.96
SYBERIA II,70.19999695,20.00,0.79,0.79,0,5,1,15,6558,0.13,49.72%,20.00,13464,0.26
SYPHON FILTER: OMEGA,,43.00,0.00,0.00,0,8,0,9,168070,7.27,89.13%,39.00,209259,8.15
T. CLANCYS BLACK ARROW,,38.00,29.34,120.20,3,4,5,10,240902,9.17,88.70%,36.00,288782,10.34
T. CLANCYS CLASSIC TRILOGY,,36.00,29.34,120.20,3,3,5,4,25368,0.92,49.28%,37.00,50564,1.87
TAIKO DRUM MSTR W/CNT,78.90000153,59.00,0.00,0.00,0,13,0,19,27434,1.61,63.26%,54.00,46778,2.54
TAK 2: THE STAFF OF DREAMS,74.63333384,38.00,21.67,21.67,0,53,2,99,365224,13.92,81.18%,34.67,489751,17.15
TAK AND THE POWER OF JUJU,72.15000153,39.00,0.00,0.00,0,33,0,42,612565,21.67,93.54%,34.50,677245,23.17
TALES OF SYMPHONIA,85.5,49.00,0.00,0.00,0,12,0,12,279696,13.57,87.08%,43.00,359137,15.58
TAO FENG: FIST LOTUS,67.90000153,43.00,0.00,0.00,0,9,0,7,137317,5.70,93.19%,38.00,160807,6.12
TARZAN UNTAMED,63.40000153,50.00,0.00,0.00,0,2,0,0,84240,2.97,80.97%,31.00,118544,3.67
TAZ WANTED,60.23333359,32.33,0.00,0.00,0,39,0,12,121932,3.26,81.97%,24.67,159985,3.98
TECHNIC BEAT,68.5,20.00,0.00,0.00,0,13,0,19,1967,0.04,44.51%,16.00,5341,0.09
TEENAGE MUTANT NINJA TURTLES,60.63333384,39.33,0.00,0.00,0,84,0,92,696167,25.71,93.50%,35.67,761430,27.50
TEENAGE MUTANT NINJA TURTLES 2:,48.80000051,38.67,25.71,25.71,0,76,3,179,212313,8.19,66.11%,37.00,334498,12.39
TEKKEN 4,81.19999695,49.00,27.73,27.73,0,9,1,7,828799,34.34,81.10%,35.00,1217240,42.34
TEKKEN TAG TOURNAMENT,85.80000305,50.00,0.00,0.00,0,3,0,0,555238,27.73,57.53%,35.00,1363733,48.20
TENCHU 3:WRATH HEAVEN,80.19999695,47.00,0.00,0.00,0,4,0,4,309828,14.07,94.16%,42.00,353802,14.95
TENCHU:RETURN DARKNSS,69.90000153,33.00,0.00,0.00,0,7,0,4,93742,3.08,89.62%,29.00,120402,3.43
TENNIS 2K2,82.90000153,50.00,0.00,0.00,0,3,0,0,77572,3.64,90.54%,44.00,90324,4.02
TENNIS MASTERS 2003,63.70000076,30.00,0.00,0.00,0,1,0,1,18876,0.40,84.84%,19.00,25039,0.47
TERMINATOR 3: RISE OF THE MACHIN,39.80000114,32.00,6.45,6.45,0,18,2,27,228795,5.72,88.57%,22.50,284539,6.46
TERMINATOR 3: THE REDEMPTION,68.16666667,38.67,5.72,12.17,0,76,4,179,76096,2.96,77.76%,37.33,102006,3.80
TERMINATOR: DAWN OF FATE,56.84999847,40.50,0.00,0.00,0,55,0,17,190931,6.45,86.52%,30.00,245459,7.46
TEST DRIVE,68.05000305,48.50,6.86,6.86,0,25,2,32,576195,23.25,75.41%,30.00,1023118,30.83
TEST DRIVE EVE OF DESTRUCTION,72.84999847,39.00,23.25,30.11,0,3,4,32,95792,3.72,76.70%,38.00,127647,4.85
TEST DRIVE WIDE OPEN,64.09999847,43.50,0.00,0.00,0,26,0,4,191084,6.86,73.24%,31.50,308400,9.37
TETRIS WORLDS,57.76666768,31.67,0.00,0.00,0,8,0,3,449920,12.30,51.11%,25.67,1043095,24.06
TETRIS WORLDS ONLINE,65.69999695,19.00,2.92,2.92,0,1,1,3,99684,1.94,86.16%,19.00,116094,2.25
THE BARD'S TALE,77.55000305,47.50,0.00,0.00,0,28,0,58,51268,2.44,58.01%,39.00,107773,4.21
THE BOUNCER,60.90000153,50.00,0.00,0.00,0,14,0,0,230828,11.46,96.02%,48.00,246301,11.93
THE DUKES OF HAZZARD: RETURN OF,52.39999962,30.00,0.00,0.00,0,24,0,98,68460,2.03,66.23%,27.00,113665,3.06
THE FAIRLY ODD PARENTS!: SHADOW,67.84999847,38.00,13.04,13.04,0,41,2,77,115087,4.42,63.73%,29.00,238897,6.93
THE FAIRLYODD PARENTS!: BREAKIN',67.33333333,39.00,0.00,0.00,0,42,0,54,446985,14.97,95.95%,33.00,472306,15.60
THE GETAWAY,76.69999695,40.00,0.00,0.00,0,3,0,2,854172,33.65,93.07%,37.00,978146,36.15
THE GREAT ESCAPE,57.44999886,31.50,0.00,0.00,0,64,0,74,86434,2.44,88.33%,25.00,106759,2.77
THE GUY GAME,45.35000038,40.00,0.00,0.00,0,2,0,0,74335,2.97,82.63%,40.00,90044,3.59
THE HAUNTED MANSION,71.6333313,37.67,0.00,0.00,0,11,0,32,217592,7.16,92.75%,31.33,244666,7.72
THE HOBBIT,65.09999847,47.00,0.00,0.00,0,29,0,38,364918,12.12,92.26%,30.33,439728,13.14
THE INCREDIBLES,63.20000076,38.33,0.00,0.00,0,53,0,99,782650,29.91,71.44%,37.00,1135263,41.87
THE ITALIAN JOB,58.5333341,29.00,0.00,0.00,0,17,0,24,134479,3.95,90.14%,26.67,155584,4.38
THE MARK OF KRI,81,41.00,0.00,0.00,0,9,0,6,125145,4.47,84.64%,30.00,176193,5.28
THE MUMMY RETURNS,48.20000076,53.00,0.00,0.00,0,14,0,0,116578,5.87,77.59%,39.00,195933,7.57
THE SIMS,82.86666616,45.00,0.00,0.00,3,7,0,6,1085834,48.22,83.14%,34.00,1592491,58.01
THE SIMS: BUSTIN' OUT,81.83333588,50.00,0.00,0.00,3,7,0,6,1007011,36.65,87.07%,33.00,1282288,42.09
THE SUFFERING,81.79999924,44.50,0.00,0.00,0,10,0,23,269826,11.99,96.66%,42.50,292355,12.41
THE THING,78.65000153,49.00,0.00,0.00,0,5,0,6,252890,11.04,95.17%,39.50,285635,11.60
THE URBZ: SIMS IN THE CITY,70.83333333,47.67,51.70,84.87,0,2,6,16,282689,13.47,65.45%,38.67,529553,20.58
THEME PARK ROLLER,82.5,50.00,0.00,0.00,0,0,0,0,123741,4.68,77.97%,32.00,188517,6.00
THIEF DEADLY SHADOWS,81.19999695,47.00,0.00,0.00,0,7,0,4,74095,3.47,91.23%,44.00,87196,3.81
THUNDERSTRIKE:PHOENIX,70.09999847,51.00,0.00,0.00,0,3,0,0,87988,3.47,80.19%,31.00,137478,4.32
TIGER WOODS PGA TOUR 2001,73.30000305,50.00,0.00,0.00,0,0,0,1,268732,13.44,94.68%,48.00,292919,14.20
TIGER WOODS PGA TOUR 2002,84.40000153,48.00,13.44,13.44,1,3,1,2,348547,16.74,97.81%,47.00,364972,17.12
TIGER WOODS PGA TOUR 2003,88.93333435,47.00,13.44,13.44,1,7,1,2,943940,43.16,90.06%,40.33,1079139,47.93
TIGER WOODS PGA TOUR 2004,88.83333333,49.00,43.16,73.35,0,2,5,12,1268551,60.69,90.48%,46.00,1432587,67.08
TIGER WOODS PGA TOUR 2005,87.39999898,49.00,60.69,134.04,0,3,8,17,797350,38.74,68.52%,42.33,1346318,56.54
TIME CRISIS 2,79.30000305,54.00,0.00,0.00,2,10,0,2,154347,8.93,66.77%,53.50,230357,13.38
TIME CRISIS 3,81.40000153,54.00,16.32,17.86,2,6,4,22,224207,13.07,88.22%,53.50,255614,14.81
TIME CRISIS: CRISIS ZONE,68.19999695,54.50,24.79,44.00,2,10,8,30,44343,2.59,53.35%,52.00,83834,4.85
